Id,Requirement,Package,Project,Status,Satisfied by,Refined by,Derived,Traced,Function (FSA),Parent function,Functional block,Allocated block,Product block,Tests touching chain,Verified by
1.3.1,Cyber Sentinel Defensibility Capabilities,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-07 Baseline & Monitor Systems and Detect Anomalies; <- CSA-08 Manage System Performance and Enable Cyberspace Defense; <- CSA-04 Protect System's Information from Exploitation; <- CSA-09 Recover System Capabilities,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.3,Cyber Sentinel Autonomous Resetting Components,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-22 Remove Unauthorized Access to Restricted Data; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.6,Cyber Sentinel Autonomous Switching Components to Backup Mode,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-22 Remove Unauthorized Access to Restricted Data; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.11,Cyber Sentinel Blocking of Traffic,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-1 Prevent Unauthorized Data; <- HT-4 Render Unauthorized Data Harmless; <- HT-5 Prevent Use of Unauthorized Data; <- HT-23 Prevent Unauthorized Data Exfiltration; <- HT-26 Prevent Unauthorized Data Connections In; <- HT-28 Prevent Unauthorized Data Connections Out; <- HT-38 Prevent Unauthorized Access to Resources; <- HT-51 Resilient to Elevated User Malicious Data; <- HT-52 Resilient to Regular Process Malicious Data; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.9,Cyber Sentinel Formal Methods Design,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.2,Cyber Sentinel Isolation of Components,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-08 Manage System Performance and Enable Cyberspace Defense,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.1,Cyber Sentinel Logging,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.4,Cyber Sentinel Malicious Behavor Identification,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-6 Detect Anomalous Behavior; <- HT-20 Detect Unauthorized Access to Restricted Data; <- HT-24 Detect Unauthorized Data Exfiltration; <- HT-27 Detect Unauthorized Data Connections In; <- HT-29 Detect Unauthorized Data Connections Out; <- HT-33 Detect Unauthorized Assets; <- HT-39 Detect Unauthorized Access to Resources; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.4.1,Cyber Sentinel Machine Learning for Identification,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-6 Detect Anomalous Behavior; <- HT-20 Detect Unauthorized Access to Restricted Data; <- HT-24 Detect Unauthorized Data Exfiltration; <- HT-27 Detect Unauthorized Data Connections In; <- HT-29 Detect Unauthorized Data Connections Out; <- HT-33 Detect Unauthorized Assets; <- HT-39 Detect Unauthorized Access to Resources; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.4.2,Cyber Sentinel Pattern Matching for Identification,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-6 Detect Anomalous Behavior; <- HT-20 Detect Unauthorized Access to Restricted Data; <- HT-24 Detect Unauthorized Data Exfiltration; <- HT-27 Detect Unauthorized Data Connections In; <- HT-29 Detect Unauthorized Data Connections Out; <- HT-33 Detect Unauthorized Assets; <- HT-39 Detect Unauthorized Access to Resources; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.8,Cyber Sentinel Reporting,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-2 Detect Unauthorized Data; <- HT-3 Report Unauthorized Data Detection; <- HT-7 Report Anomalous Behavior Detection; <- HT-21 Report Unauthorized Access to Restricted Data; <- HT-25 Report Unauthorized Data Exfiltration; <- HT-30 Report Unauthorized Data Connections; <- HT-34 Report Unauthorized Assets; <- HT-40 Report Unauthorized Access to Resources; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.5,Cyber Sentinel Resetting Components on Command,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-08 Manage System Performance and Enable Cyberspace Defense,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.7,Cyber Sentinel Switching Components to Backup Mode on Command,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-08 Manage System Performance and Enable Cyberspace Defense,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.1.10,Cyber Sentinel Testing,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-04 Protect System's Information from Exploitation; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.2,Ground Station Defensibility Capabilities,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-08 Manage System Performance and Enable Cyberspace Defense,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
1.3.2.2,Ground Station IPS,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-07 Baseline & Monitor Systems and Detect Anomalies; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
1.3.2.1,Ground Station Logging,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
1.3.3,Maintenance System Defensibility Capabilities,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-08 Manage System Performance and Enable Cyberspace Defense; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.3.2,Maintenance System IPS,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-07 Baseline & Monitor Systems and Detect Anomalies; <- CSA-08 Manage System Performance and Enable Cyberspace Defense,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.3.1,Maintenance System Logging,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.3.4,System Zeroize,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-08 Manage System Performance and Enable Cyberspace Defense,MQ-99 Berserker Air Vehicle [Allocate ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1,Hardened (Prevent),Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access; <- CSA-04 Protect System's Information from Exploitation; <- CSA-06 Minimize and Harden Attack Surfaces; <- CSA-03 Secure Transmissions and Communications,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.5,Access Control,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.5.1,Cyber Sentinel as 1553 Bus Controller,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-32 Prevent Unauthorized Assets; <- CSA-01 Control Access,Cyber Sentinel [Allocate ->],GAP: no activity calls the function,Cyber Sentinel,Allocated Cyber Centinel [Realization <-],Crystal Group RS260 Rugged Server [Realization <-]; Curtiss-Wright Parvus DuraCOR Pi [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.5.2,Ground Station Access Control,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
1.1.5.2.4,Ground Station Access Logging,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
1.1.5.2.1,Ground Station MFA,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
1.1.5.2.3,Ground Station Network Segmentation,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-05 Partition and Ensure Critical Functions at Mission Completion Performance Levels,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
1.1.5.2.2,Ground Station Role Based Access Control,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access,Ground Control Station [Allocate ->],GAP: no activity calls the function,Ground Control Station,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,Operational Communication Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (swimlane represents Class 'Ground Control Station'); Operational Semi Autonomous Flight Test Procedure (Allocate -> Class 'Ground Control Station'); Operational Target Damage Assessment Test (Allocate -> Class 'Ground Control Station'); Operational Target Desctruction Test Procedure (Allocate -> Class 'Ground Control Station'),GAP: no Verify
1.1.5.3,Maintenance System Access Control,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.5.3.4,Maintenance System Access Logging,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access; <- CSA-07 Baseline & Monitor Systems and Detect Anomalies,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.5.3.1,Maintenance System MFA,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.5.3.3,Maintenance System Network Segmentation,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-05 Partition and Ensure Critical Functions at Mission Completion Performance Levels,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.5.3.2,Maintenance System Role Based Access Control,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-01 Control Access,Maintenance Loader [Allocate ->],GAP: no activity calls the function,Maintenance Loader,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.6,Communications Encryption,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- HT-19 Prevent Unauthorized Comprehension; <- CSA-03 Secure Transmissions and Communications; <- CSA-04 Protect System's Information from Exploitation,Communications System [Allocate ->],GAP: no activity calls the function,Communications System,Allocated Comms Power Distribution Module [Realization <- (via port 'PowerIn') owner of 'PWR_In'],Power Distribution Unit [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.7,Data at Rest Encryption,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-04 Protect System's Information from Exploitation,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.8,Digital Signatures on OFPs,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,MQ-99 Functional Enterprise [Allocate ->],GAP: no activity calls the function,MQ-99 Functional Enterprise,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1,Flight Critical Hardware Assurance ,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,MQ-99 Berserker Air Vehicle [Allocate ->],GAP: no activity calls the function,MQ-99 Berserker Air Vehicle,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.14,Communications System Cryptographic Module,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-03 Secure Transmissions and Communications; <- CSA-04 Protect System's Information from Exploitation; <- CSA-06 Minimize and Harden Attack Surfaces,Communications System [Allocate ->],GAP: no activity calls the function,Communications System,Allocated Comms Power Distribution Module [Realization <- (via port 'PowerIn') owner of 'PWR_In'],Power Distribution Unit [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.21,Communications System Mainteanance Ports,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Communications System [Allocate ->],GAP: no activity calls the function,Communications System,Allocated Comms Power Distribution Module [Realization <- (via port 'PowerIn') owner of 'PWR_In'],Power Distribution Unit [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.7,Communications System Secure Boot,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Communications System [Allocate ->],GAP: no activity calls the function,Communications System,Allocated Comms Power Distribution Module [Realization <- (via port 'PowerIn') owner of 'PWR_In'],Power Distribution Unit [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.13,Electrical System Cryptographic Module,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-03 Secure Transmissions and Communications; <- CSA-04 Protect System's Information from Exploitation; <- CSA-06 Minimize and Harden Attack Surfaces,Electrical System [Allocate ->],GAP: no activity calls the function,Electrical System,Allocated Electrical Controller [Realization <- (via port 'MCPower') owner of 'PWROut10'],Autonomic Power Hub APH-700 [Realization <-]; PowerMaster Control Suite [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.20,Electrical System Maintenance Ports,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Electrical System [Allocate ->],GAP: no activity calls the function,Electrical System,Allocated Electrical Controller [Realization <- (via port 'MCPower') owner of 'PWROut10'],Autonomic Power Hub APH-700 [Realization <-]; PowerMaster Control Suite [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.6,Electrical System Secure Boot,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Electrical System [Allocate ->],GAP: no activity calls the function,Electrical System,Allocated Electrical Controller [Realization <- (via port 'MCPower') owner of 'PWROut10'],Autonomic Power Hub APH-700 [Realization <-]; PowerMaster Control Suite [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.9,Flight Control System Cryptographic Module,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-03 Secure Transmissions and Communications; <- CSA-04 Protect System's Information from Exploitation; <- CSA-06 Minimize and Harden Attack Surfaces,Flight Controlller [Allocate ->],GAP: no activity calls the function,Flight Controlller,Allocated Flight Control Computer [Realization <-]; Allocated Flight Power Module [Realization <- (via port 'PowerIn') owner of 'PWRIn'],VECTOR-600 [Realization <-]; PowerGuard NX [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
1.1.1.16,Flight Control System Maintenance Ports,Berserker System Cybersecurity Requirements,MQ-99 Berserker Functional System Architecture,partial,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,<- CSA-06 Minimize and Harden Attack Surfaces,Flight Controlller [Allocate ->],GAP: no activity calls the function,Flight Controlller,Allocated Flight Control Computer [Realization <-]; Allocated Flight Power Module [Realization <- (via port 'PowerIn') owner of 'PWRIn'],VECTOR-600 [Realization <-]; PowerGuard NX [Realization <-],GAP: no test case / procedure touches the chain,GAP: no Verify
